ATC555,GRU,CMN,YUL
ATC765B,CMN,MED
ATC765B,CMN,DSS
ATC765B,CMN,JFK
ATC765B,CMN,ORY,CMN,IST
ATC819I,EGCC,GMMN
ATC832B,GMMN,LIPE
ATC968C,VLC,CMN
ATC969C,VLC,CMN
AUA12P,LSZH,LOWW
AUA132P,LSZH,LOWW
AUA134W,LSZH,LOWW
AUA134WE,LSZH,LOWW
AUA136,LSZH,LOWW
AUA140K,LSZH,LOWW
AUA142,LSZH,LOWW
AUA144,LSZH,LOWW
AUA146,LSZH,LOWW
AUA148,LSZH,LOWW
AUA22,VRMM,LOWW
AUA37,LOWW,KEWR
AUA42,KIAD,LOWW
AUA432,LEVC,LOWW
AUA6,VTBS,LOWW
AUA6008,EDDM,LOWW
AUA62,FIMP,LOWW
AUA662,EPWA,LOWW
AUA664,EPWA,LOWW
AUA668,EPWA,LOWW
AUA670,EPWA,LOWW
AUA676,EPWA,LOWI
AUA678,EPWA,LOWW
AUA7,LOWW,VTBS
AUA8,VTBS,LOWW
AV69,MGGT,KIAD,MGGT
AVA0029,KMCO,SKBO
AVA0030,SKRG,KMIA
AVA0069,MSLP,KJFK
AVA017,LEMD,SKRG
AVA0188,SKBO,KDFW
AVA0189,SKBO,SABE
AVA0194,SKBO,KTPA
AVA0203,KMCO,SKRG
AVA0257,MMUN,SKBO
AVA0269,MMUN,SKRG
AVA047,LEMD,SKBO
AVA054,SKBO,LFPG
AVA055,LFPG,SKBO
AVA097,SKBO,SCEL
AVA11,LEMD,SKBO
AVA120,SKBO,EGLL
AVA121,EGLL,SKBO
AVA154,SABE,SKBO
AVA154F,SABE,SKBO
AVA16,SKRG,LEMD
AVA17,LEMD,SKRG
AVA18,SKBO,LEBL
AVA180,SKBO,LEBL
AVA183,LEMD,SKBO
AVA188,SKBO,KDFW
AVA189,SABE,SKBO
AVA19,LEBL,SKBO
AVA194,SKBO,KTPA
AVA203,KMCO,SKRG
AVA244,SKBO,KJFK
AVA245,KJFK,SKBO
AVA251,MSLP,KIAD,MSLP
AVA257,MMUN,SKBO
AVA2637B,KORD,SKBO
AVA269,MMUN,SKRG
AVA27,LEMD,SKBO
AVA29,KMCO,SKBO
AVA30,SKRG,KMIA
AVA47,LEMD,SKBO
AVA55,LFPG,SKBO
AVA69,KJFK,MSLP
AVA69,MSLP,KIAD,MGGT
AVA69,KIAD,MSLP
AWC1886,LTFM,LOWW
AWC1886,RJTT,VVCR
AXY478K,LSZH,EGGW
AY151,RJTT,EFHK
AY98L,EKCH,EFHK
AYN100,RJAA,EFHK
AYN121,EFHK,OTHH
AYN121,EFHK,KJFK
AYN131,EFHK,RJAA,EFHK
AYN1336,EKCH,EFHK,EDDB
AYN143,RJTT,EFHK
AYN151,OMDB,EFHK,VTSP
AYN16,EFHK,OTHH
AYN19,EFHK,EGLL
AYN19,RJTT,EFHK
AYN1EN,EFHK,BIKF
AYN1LP,EFHK,LSZH
AYN1RY,LPPT,EFHK
AYN1RY,EFHK,EDDF
AYN1YB,EFHK,LKPR
AYN1YB,EFHK,LOWW
AYN2,RJBB,EFHK
AYN2,EFHK,EGLL
AYN20,EFHK,EHAM
AYN2EG,EFHK,EFOU
AYN2KE,EFHK,LIRF
AYN2PC,EFIV,EFHK
AYN2PC,EFHK,EFIV
AYN2PC,EFHK,EDDM
AYN41,EFHK,RJTT,EFHK
AYN42,RJBB,EFHK
AYN42,RJTT,EFHK
AYN4B,EFHK,EDDL
AYN4BV,LSGG,EFHK,EFOU
AYN4BV,ESGG,EFHK,EGCC
AYN4RA,EFHK,EDDB
AYN4RA,EFHK,EKCH
AYN50F,ESSA,EFHK,EPKK
AYN576,EFHK,EFKT
AYN578,EFHK,EDDF
AYN5TP,EFHK,VIDP
AYN610,EFOU,EFHK
AYN610,EFHK,BIKF
AYN62,RJTT,EFHK
AYN62,EFHK,KDFW
AYN65M,ENGM,EFHK
AYN6MB,EDDL,EFHK
AYN7078,UGKO,UAAA
AYN7104,UAII,UAAA
AYN7106,UAII,UAAA
AYN7108,UAII,UAAA
AYN7116,UAOO,UAAA
AYN7122,UAKK,UAAA
AYN7123,UAAA,UAKK
AYN7124,UAKK,UAAA
AYN7126,UAKK,UAAA
AYN7142,UAUU,UAAA
AYN7152,UASS,UAAA
AYN7162,UAIT,UAAA
AYN7166,UARR,UAAA
AYN7168,UARR,UAAA
AYN7172,UASK,UAAA
AYN7201,UATG,UAAA
AYN7207,UATG,UACC
AYN7208,UACC,UATG
AYN7265,UATE,UARR
AYN7266,UARR,UATE
AYN7297,UATG,UATE
AYN7306,UAII,UACC
AYN7307,UACC,UAII
AYN7308,UAII,UACC
AYN7309,UACC,UAII
AYN7310,UAII,UACC
AYN7316,UAOO,UACC
AYN7317,UACC,UAOO
AYN7318,UAOO,UACC
AYN7326,UAII,UACC
AYN7327,UACC,UAII
AYN7328,UAII,UACC
AYN7342,UAUU,UACC
AYN7344,UAUU,UACC
AYN7352,UASS,UACC
AYN7362,UAIT,UACC
AYN7365,UACC,UARR
AYN7366,UARR,UACC
AYN7368,UARR,UACC
AYN7371,UACC,UASK
AYN7372,UASK,UACC
AYN7376,UATE,UACC
AYN74,EFHK,VHHH
AYN74,EFHK,GCLP
AYN7507,UAII,UACC
AYN7575,UAII,UATE
AYN7606,UGKO,UATE
AYN7618,OMDB,UATE
AYN7777,UATT,UATE
AYN7906,UGKO,UACC
AYN7928,UZTT,UACC
AYN7932,VOGA,UACC
AYN7GR,EPKK,EFHK,EFRO
AYN7GR,ESGG,EFHK
AYN7RX,EDDL,EFHK,EFHK,LIMC
AYN8TA,EFHK,EGLL
AYN8YL,EFHK,ESSA
AYN99,EFHK,VTBS
AYN99,EFHK,GCLP,EFHK
AYN99,EFHK,WSSS
AZ417,LIML,EDDL
AZG0,EGLC,LIRF
AZG0,EGLC,LIML
AZG0,EBBR,LIML
AZG0,EHAM,LIML
AZG0,LSZH,LIRF
AZG044,ZSPD,UBBB
AZG056,ZSPD,UBBB
AZG148,VHHH,UBBB
AZG153,LSZH,LIRF
AZG153,LIML,EBBR
AZG1582,VTBS,UBBB
AZG165,EBBR,LIRF
AZG201,UBBB,EHAM
AZG40,ZSPD,UBBB
AZG407,LIRF,LSZH
AZG407,LEMD,LIRF
AZG415,LIRF,LSZH
AZG415,LSZH,LIRF
AZG417,LIML,EDDL
AZG42,ZSPD,UBBB
AZG44,ZSPD,UBBB
AZG50,ZSPD,UBBB
AZG56,ZSPD,UBBB
AZG573,LSZH,LIRF
AZG63,LSZH,LIRF
AZG630,LIRF,KMIA
AZG648,VHHH,UBBB
AZG674,ZBTJ,HAVE
AZG692,VHHH,UBBB
AZG711,UBBB,EBLG
AZG904,RJAA,UBBB
AZG923,VHHH,UBBB
AZU0,EBBR,LIML
AZU0,EGLC,LIRF
AZU407,EHAM,LIRF
AZU415,EBBR,LIRF
AZU8002,SBRF,LPPR
AZU8704,SBKP,KFLL
AZU8706,SBKP,KMCO
AZU8708,SBKP,KMCO
AZU8730,SBCF,KMCO
AZU9801,SBRF,SBCF
B60026,KDCA,KBOS,KDCA,KPBI
B60026,KJFK,KBNA
B60483,KBUF,KBUF
B60552,KBUF,KBUF
B60552,KHPN,KHPN
B61070,KFLL,KBOS
B61174,KBNA,KJFK
B61214,KDCA,KMCO
B61214,KPHL,KBOS,KPHL
B61214,KATL,KJFK
B61214,KDCA,KPBI,KDCA
B61232,KMCO,KBOS,KEYW,KBOS
B61232,KBOS,KVRB
B61232,KBOS,KATL
B61232,KATL,KJFK,KJAX
B61232,KLAX,KBUF
B61232,KJFK,KSLC
B61232,KSLC,KJFK
B61232,KPHL,KFLL
B61232,KLGA,KPBI
B61269,KBOS,KEYW,KBOS
B61269,KJFK,MDPC
B61269,KRIC,KBOS
B61269,KDCA,KMCO,KDCA,KBOS,KSRQ
B61269,KJFK,KSLC
B61269,KJFK,KJAX
B61269,KPHL,KFLL
B61310,KJAX,KBOS
B61321,KBNA,KJFK
B61321,KBUF,KLAX
B61321,KLAX,KBUF
B61321,KBOS,KDCA,KPBI
B61321,KFLL,KBDL
B61321,KMCO,KHPN,KMCO
B61354,KATL,KBOS,KPIT,KBOS
B61354,KLGA,KFLL,KJFK,KBUF
B61354,KSAV,KBOS
B61419,KSYR,KBOS,KRSW
B61419,KPHL,KFLL
B61419,KAUS,KFLL,KLGA,KFLL,KPHL
B61419,KDCA,KPBI,KDCA
B61469,KSRQ,KJFK,KRDU
B61469,MYNN,KJFK
B61469,KFLL,KBOS,KDCA
B61469,KBOS,KRSW
B61496,KCHS,KJFK
B61496,KDCA,KJFK,KBOS
B61496,MKJS,KJFK
B61496,KATL,KBOS
B61499,KBOS,KDAB
B61500,KDAB,KJFK,KPIT
B61501,KSAV,KJFK
B61501,KDAB,KJFK,KDCA
B61501,KDCA,KPBI
B61501,KRSW,KBOS
B61501,KPHL,KBOS,KBNA
B61528,KJFK,KDEN
B61568,KJFK,KJFK
B6164,MWCR,KJFK
B61694,KBUF,KMCO
B61734,KSAN,KJFK
B61765,KFLL,KBUF
B61765,KDEN,KJFK,KBOS
B61765,KBOS,KBNA
B61765,KFLL,KAUS
B61765,KFLL,KLGA
B61775,KJFK,KJAX
B61775,KJFK,KTPA
B61775,KJFK,KPIT
B61779,KPIT,KJFK,KJAX
B61779,KJAX,KJFK,KBOS,KVRB
B61779,KDCA,KFLL
B61779,KPHL,KBOS,KDAB
B61779,KDCA,KBOS,KAUS
B61779,KDCA,KPBI
B6179,KJFK,KBOS,KJFK,KBUF,KJFK
B6179,KBOS,KMSY
B6179,KBOS,KDCA,KBOS
B6179,KBOS,KBNA
B61801,KJAX,KBOS,KPHL
B61801,KBOS,KSRQ
B61801,KATL,KJFK,KSRQ
B61831,KDCA,KBOS
B61831,KBOS,MDST
B61831,KJFK,KFLL
B61831,KPHL,KBOS
B61831,KRDU,KJFK
B61868,KDAB,KJFK
B61874,KEWR,KLAS
B61880,KRNO,KJFK
B61880,KHPN,TJSJ
B61880,KPBI,KJFK,KRDU
B61880,KORD,KBOS,KDFW
B61923,KBOS,KSAV,KBOS,KVRB,KBOS
B61923,KIAH,KBOS
B61923,KDAB,KBOS,KJAX
B61923,KDCA,KMCO
B61923,KFLL,KJFK
B61954,KDCA,KBOS
B61955,KBOS,KDCA
B62023,KATL,KJFK,KSLC,KJFK
B62023,KMSY,KJFK,KSAV,KJFK
B62023,KJAX,KJFK
B62033,KBOS,KIAH
B62041,KATL,KBOS,KBOS,KBOS,KBOS,KBOS,KDCA,KMCO
B62041,KSYR,KMCO
B62041,KSLC,KJFK,KMSY,KJFK
B62055,KSLC,KBOS
B62055,KBOS,KATL
B62064,KJFK,KRNO
B62064,KRNO,KJFK
B62119,KJFK,MRLB
B62120,KSAN,KJFK
B62165,KCLE,KBOS
B62165,KBOS,KRSW
B62165,KRSW,KBOS
B62165,KJFK,KRDU
B62165,KBDL,KFLL
B6221,KBOS,KIAH
B6221,KBOS,KDTW
B6221,KDTW,KBOS,KJFK,KBOS
B6221,KPHL,KBOS,KDCA,KFLL
B6221,KDTW,KJFK
B6221,KJFK,KSRQ,KJFK
B6221,KJFK,KDCA
B6221,KDCA,KPBI
B623,KBOS,KFLL,KPHL
B623,KORH,KMCO,KDCA
B623,KLGA,KFLL
B623,KCHS,KFLL,KBOS,KDCA,KBOS,KSRQ
B623,KBOS,KMCO,KORH
B62377,KEYW,KBOS,KDCA
B62377,KFLL,KBDL,KFLL
B62377,KRDU,KJFK
B624,KMCO,KDCA
B624,KORD,KBOS,KBOS,KMCO
B624,KMCO,KBOS,KRSW,KBOS,KJFK,KBUF
B624,KFLL,KLGA,KPBI
B6247,KBOS,KPBI
B6247,KBOS,KRDU
B6247,KRDU,KJFK
B6247,KMSY,KBOS
B6247,KMCO,KDCA
B6247,KFLL,KLGA,KFLL,KJFK,MWCR
B62485,KLGA,KPBI,KLGA
B62485,KPHL,KFLL,KDCA,KBOS
B62485,KSAV,KJFK,KBOS,KVRB
B6259,KBDL,KFLL
B62602,KFLL,KDCA
B62602,KPIT,KBOS,KPIT
B62602,KRIC,KBOS
B62602,KRSW,KBOS
B62602,KRDU,KJFK
B62623,KFLL,KRDU
B62623,KJFK,KTPA
B62623,KROC,KJFK,KPBI
B62623,KRSW,KBOS,KCHS
B6270,KPBI,KBOS,KDAB
B6270,KVRB,KBOS
B6270,KSYR,KJFK,KJFK,KPIT
B6270,KTPA,KJFK,KSRQ
B6393,KPHL,KFLL,KBOS
B6393,KMCO,KDCA,KPBI
B6393,KJAX,KJFK,KBUF
B6393,KSLC,KJFK,KATL,KBOS
B6393,KPIT,KBOS
B6393,KVRB,KBOS
B6395,KJFK,MDST
B6401,MYNN,KBOS
B6401,KRIC,KBOS,KBOS,KDCA
B6418,KJFK,KBOS
B6419,KJFK,KATL
B6422,KPBI,KBOS
B6426,MKJS,KJFK,KBOS
B6426,KDCA,KBOS
B6426,KBOS,KEYW
B6426,KRSW,KJFK,KJFK,KATL
B6450A,KSAV,KBOS
B6472,KDCA,KFLL
B6472,KJFK,KCHS
B6472,KJFK,KFLL
B6472,KRSW,KJFK,KBDL
B6472,KBDL,KJFK
B6472,KJFK,MDPC
B6472,KBOS,KSDF
B6472,KBOS,KSRQ
B6472,KBOS,KORD
B6472,KBOS,KPHL,KBOS,KDAB
B651,KFLL,KBDL
B651,KPBI,KDCA
B651,MWCR,KBOS,KPIT
B651,KJFK,KSYR
B6520,KDCA,KBOS,KATL,KBOS
B6520,KDFW,KBOS,KTPA
B6520,KJFK,KTPA,KBOS
B6520,KJFK,MKJS
B6520,KJAX,KJFK,KRSW
B6579,KRDU,KJFK
B6579,KJFK,KROC
B6579,KRDU,KBOS
B660,KJFK,KJFK
B6613,KJFK,KRDU,KJFK,KBUF
B6613,KFLL,KBOS,KAUS
B6618,MWCR,KBOS
B6618,KCHS,KJFK,KJFK,KDAB
B6618,KDCA,KBOS,KSRQ
B6618,KPHL,KFLL,KJFK
B6717,KMCO,KSYR
B6721,KBOS,KPBI
B6775,KBUF,KBOS,KMCO,KBOS,KFLL
B6775,KORD,KBOS,KDAB
B6775,KSRQ,KBOS,KPBI
B6775,KBOS,KTPA
B6775,KTPA,KBOS
B6811,KLGA,KFLL,KJFK
B6811,KJFK,KJAX
B6811,KAUS,KFLL
B6811,KVRB,KBOS
B6811,KDCA,KBOS,KATL,KBOS,KJAX
B6811,KDCA,KMCO
B6830,MDSD,KBOS
B6910,KDCA,KMCO
B6910,KFLL,KPHL
B6932,KJFK,KBOS
BA32,VABB,EGLL
BA423,HECA,EGLL
BA561L,EKCH,EGLL
BA576,LLBG,EGLL
BA64,KPHL,EGLL
BA6NC,CYUL,EGLL
BA839,EDDH,EGLL
BA9D,EGPH,EGLL
BAW0,OKKK,EGLL
BAW0015,VRMM,EGLL
BAW0016,EGLL,KBOS
BAW003G,EGLL,KMIA
BAW0125,EGLL,CTOT
BAW0168,ZSPD,EGLL
BAW0185,EGLL,KEWR
BAW0198,VABB,EGLL
BAW0252,TBPB,EGLL
BAW0283,WSSS,EGLL
BAW037J,EGLL,KJFK
BAW043C,EGKK,KMCO
BAW09VA,EGKK,OPIS
BAW105,KBOS,EGLL
BAW105,OMAA,EGLL
BAW107,EGLL,KMIA
BAW107,KMIA,EGLL
BAW107,EGLL,OMDB
BAW107,OMDB,EGLL
BAW107,KSFO,EGLL
BAW107,EGLL,FAOR
BAW11,EGCC,EGLL,EGLL,KSFO
BAW11,MMMX,EGLL,EGLL,FACT
BAW11,KIND,SENT
BAW12,WSSS,EGLL
BAW12,FACT,EGLL
BAW12,KJFK,EGLL
BAW12,EGLL,WSSS
BAW12,KLAX,EGLL
BAW12,EGLL,KLAX
BAW125,KJFK,EGLL,CTOT
BAW127,EGLL,OTHH
BAW134,VABB,EGLL
BAW1346,FODM,SENT
BAW135,CYYZ,EGLL
BAW135,KBWI,EGLL,EGLL,EGLL,OMAA
BAW135,MMMX,EGLL
BAW138,VABB,EGLL
BAW13H,EDDS,EGLL
BAW13K,LFPG,EGLL
BAW13K,LSGG,EGLL
BAW143,EGLL,SBGR
BAW143,EGLL,VIDP
BAW143,VABB,EGLL
BAW143,EGLL,VABB
BAW14GM,EGCC,EGLL
BAW14GM,EGPF,EGLL
BAW14P,EGPF,EGLL
BAW14P,EGNT,EGLL
BAW14P,EGJJ,EGLL
BAW15,WSSS,YSSY
BAW15,FACT,EGLL
BAW155,KSEA,EGLL
BAW155,EGLL,TBPB
BAW155,KJFK,EGLL
BAW155,EGLL,OMDB
BAW155,OMDB,EGLL
BAW155,KBOS,EGLL
BAW155,EGLL,KSEA
BAW15B,EGJJ,EGLL
BAW15B,LIMC,EGLL
BAW16,WSSS,EGLL,KBOS
BAW168,ZSPD,EGLL
BAW171,KPDX,EGLL
BAW171,EGLL,KBWI
BAW171,KBWI,EGLL
BAW171,CYUL,EGLL
BAW171,EGLL,KBWI,EGLL
BAW173A,EGLL,WSSS
BAW173A,KJFK,EGLL
BAW185,EGLL,KEWR
BAW185,EGLL,CTOT
BAW185,FACT,KEWR
BAW189,OBBI,EGLL
BAW189,OTHH,EGLL
BAW189,MWCR,MYNN,EGLL
BAW18A,ZSPD,EGLL
BAW18A,WSSS,EGLL,KSAN
BAW18A,KSAN,EGLL
BAW18A,WSSS,EGLL
BAW18A,KORD,EGLL
BAW18A,FACT,EGLL,KLAX
BAW18A,EGLL,KJFK
BAW18A,EGLL,KLAS
BAW18A,KLAS,EGLL
BAW193,EGLL,KDFW
BAW198,VABB,EGLL
BAW19T,EGPD,EGLL
BAW19Y,EGCC,EGLL
BAW1B,WMKK,KBOS
BAW1MB,EGJJ,EGLL
BAW20R,KJFK,EGLL
BAW20R,TBPB,EGLL
BAW20R,EGLL,KSEA
BAW20R,KSEA,EGLL
BAW2156,OPIS,EGKK,TAPA
BAW2161,EGKK,SLOT
BAW21V,OERK,EGLL,KCVG
BAW21V,EGLL,KPDX
BAW2203,EGKK,MMUN
BAW2230,VTBS,EGKK
BAW223N,SCEL,KBNA
BAW223N,KBOS,KBNA
BAW225Y,EGLL,KMSY
BAW22B,OMDB,EGLL
BAW22B,SCEL,EGLL
BAW22B,KBNA,EGLL
BAW22B,CYYZ,EGLL,KIAH
BAW22B,KBWI,EGLL
BAW22B,KIAH,EGLL
BAW22G,EGKK,MDPC
BAW239,VOHS,EGLL
BAW239,KCVG,EGLL,KBOS
BAW239,VOMM,EGLL
BAW242,MMMX,EGLL
BAW243,CYYZ,EGLL,KIAH
BAW243,KBNA,EGLL,OERK
BAW243,KBWI,EGLL,EGLL,KIAD
BAW243,KIAD,EGLL
BAW243,WMKK,EGLL
BAW243,KBWI,MMMX
BAW247,KAUS,EGLL
BAW247,KDFW,EGLL
BAW247,CYVR,EGLL,KAUS
BAW247,KPHL,EGLL
BAW247,KPHX,EGLL
BAW247,SBGR,EGLL
BAW247,VHHH,EGLL
BAW247,EGLL,KPHL
BAW247,EGLL,KAUS
BAW251,OMAA,EGLL
BAW251,OTHH,EGLL,CYYZ
BAW251,CYYZ,EGLL,OMDB
BAW251,EGLL,KIAH,EGLL
BAW251,VABB,EGLL
BAW255T,EGLL,CTOT
BAW257,VHHH,EGLL
BAW257,VIDP,EGLL
BAW257,HKJK,EGLL,VABB
BAW257,VABB,EGLL
BAW263,EGLL,CTOT
BAW263,EGLL,OERK
BAW276,VOHS,EGLL
BAW277,EGLL,VOHS
BAW277,CYUL,EGLL
BAW277,VOHS,EGLL
BAW277,KIAH,EGLL
BAW277,CYYZ,EGLL
BAW277,VOMM,EGLL
BAW277,OERK,EGLL
BAW283,WSSS,EGLL
BAW28K,EGLL,VRMM
BAW28K,VRMM,EGLL
BAW28K,WSSS,EGLL
BAW28K,EGLL,VRMM,EGLL
BAW293,EGLL,KIAD
BAW293,KIAD,EGLL
BAW293,OMDB,EGLL
BAW293,OTHH,EGLL
BAW293,KJFK,EGLL
BAW293,TBPB,EGLL
BAW293,DNMM,EGLL
BAW293,EGLL,DNMM
BAW293,EGLL,KJFK
BAW29G,EGLL,KBWI
BAW29G,KBOS,EGLL
BAW29G,KSEA,EGLL
BAW29G,EGLL,CYYZ
BAW2BS,EGKK,DAAG
BAW2BS,EGJJ,EGKK
BAW2MW,VHHH,EGLL
BAW2MW,HKJK,EGLL
BAW2MW,EGLL,HKJK
BAW2MW,HKJK,EGLL,KDFW,EGLL,VIDP,EGLL,KPHL,EGLL,CYVR,EGLL
BAW2PD,KORD,KORD
BAW2Q,LEBL,EGLL
BAW2Q,EGPF,EGLL
BAW2Q,EHAM,EGLL
BAW2T,EGPF,EGLL
BAW2T,EGJJ,EGLL
BAW2T,LFPG,EGLL
BAW2T,EGNT,EGLL
BAW31,EGLL,VHHH
BAW311,LFPG,EGLL
BAW315,LXGB,EGLL
BAW315,EGAC,EGLL
BAW315,LIMC,EGLL
BAW315,EGCC,EGLL
BAW319A,LSZH,EGLL
BAW319A,EGPH,EGLL
BAW319A,EGLL,BIKF
BAW319A,EGPF,EGLL
BAW319A,EIDW,EGLL
BAW32,CYYZ,EGLL
BAW32,VHHH,EGLL
BAW32,HKJK,EGLL
BAW32,SBGR,EGLL
BAW32,KAUS,EGLL
BAW32,EGLL,CYVR
BAW32,CYVR,EGLL
BAW32,KLAS,EGLL
BAW32,EGLL,VABB
BAW32,VABB,EGLL
BAW33CE,LFMN,EGLL
BAW34,MMMX,EGLL
BAW34,WMKK,EGLL
BAW34,VABB,EGLL
BAW34,CYYZ,EGLL
BAW34,EGLL,VABB
BAW34,KIAD,EGLL
BAW34,KBNA,EGLL,KIAH
BAW34,EGLL,KIAH
BAW34,KIAH,EGLL
BAW34,EGLL,RJTT,EGLL
BAW343,LEMG,EGLL
BAW343,EGCC,EGLL
BAW343,EIDW,EGLL
BAW343E,EGJJ,EGLL
BAW343E,LSZH,EGLL
BAW343E,EGPF,EGLL
BAW34N,EGLL,KSFO
BAW35,RJTT,EGLL
BAW35,KIAH,EGLL
BAW35,EGLL,SCEL
BAW35,SCEL,EGLL
BAW352,EGNT,EGLL
BAW352,EGLL,HECA
BAW352,EGPH,EGLL
BAW352,EGPF,EGLL
BAW36,EGLL,KMSY,EGLL,KIAH,EGLL
BAW37J,EGLL,KJFK
BAW381,EGPD,EGLL
BAW381,LIRF,EGLL
BAW381,EGPH,EGLL
BAW393B,LIMC,EGLL
BAW393B,EGLL,LLBG
BAW393B,EGLL,BIKF
BAW393B,EPWA,EGLL
BAW393B,LSZH,EGLL
BAW393B,HECA,EGLL
BAW395B,LSZH,EGLL
BAW395B,EGPF,EGLL
BAW3AK,LFBO,EGLL
BAW3G,EGLL,KMIA
BAW3H,EDDH,EGLL
BAW3MG,EGKK,LPMA
BAW3PG,ESGG,EGLL
BAW3U,LTFM,EGLL
BAW3XB,EGKK,LPMA
BAW3ZL,LSZH,EGLL
BAW406,HECA,EGLL
BAW406,EGLL,LLBG,EGLL
BAW406,EPWA,EGLL
BAW406,LSZH,EGLL
BAW411,LEVC,EGLL
BAW41HA,EGJJ,EGLL
BAW41HA,EGCC,EGLL
BAW42,KJFK,EGLL
BAW423,EGLL,BIKF
BAW423,HECA,EGLL
BAW423,LLBG,EGLL
BAW424,LIMC,EGLL
BAW424,EGPH,EGLL
BAW427,LFBO,EGLL
BAW42Y,LEMD,EGLL
BAW43C,EGKK,KMCO
BAW447,EGPF,EGLL
BAW448,LSGG,EGLL
BAW448,EGJJ,EGLL
BAW45,KIAH,EGLL,MMMX,EGLL
BAW465M,LEMD,EGLL
BAW467,LEBL,EGLL
BAW467,LFSB,EGLL
BAW467,EGCC,EGLL
BAW467,LPPT,EGLL
BAW469,EPWA,EGLL
BAW469,EGPF,EGLL
BAW469,GCTS,EGLL
BAW487E,LEMD,EGLL
BAW487E,EGCC,EGLL
BAW487E,EGPF,EGLL
BAW48G,EGCC,EGLL
BAW49,TBPB,EGLL
BAW49,KJFK,EGLL
BAW492,LSGG,EGLL
BAW492,HECA,EGLL
BAW492,LFPG,EGLL
BAW4A,DNMM,EGLL
BAW4A,KSEA,EGLL
BAW4LY,EGKK,DAAG
BAW4YL,LFMN,EGLL
BAW4YL,EPWA,EGLL
BAW4YL,EGCC,EGLL
BAW4YL,EGPF,EGLL
BAW4YL,LIMC,EGLL
BAW50G,WSSS,EGLL
BAW50G,KLAX,EGLL
BAW50G,VRMM,EGLL
BAW512,EGAC,EGLL
BAW53C,GCTS,EGKK
BAW53C,EGKK,GCTS
BAW53M,EGLL,CTOT
BAW53M,EGLL,MYNN
BAW54,FAOR,EGLL
BAW54,EGLL,KSFO
BAW54,KLAX,EGLL
BAW54,OMDB,EGLL,FAOR
BAW54,OMDB,EGLL
BAW54,KMIA,EGLL,KSFO
BAW54,KSFO,EGLL
BAW543Q,EGPF,EGLL
BAW543Q,LIPZ,EGLL
BAW543Q,LLBG,EGLL
BAW543Q,LSZH,EGLL
BAW557H,LSZH,EGLL
BAW55G,FAOR,EGLL
BAW55G,EGLL,FAOR
BAW561L,LSGG,EGLL
BAW561L,LSZH,EGLL
BAW561L,EGAC,EGLL
BAW561L,LIML,EGLL
BAW561L,LEBL,EGLL
BAW561L,LEMG,EGLL
BAW562,LSZH,EGLL
BAW562,LEMD,EGLL
BAW562,LIML,EGLL
BAW573,LIML,EGLL
BAW575,EGLL,HECA
BAW575,HECA,EGLL
BAW575,EGNT,EGLL
BAW576,HECA,EGLL
BAW576,LSZH,EGLL
BAW576,LLBG,EGLL
BAW576,EGLL,LLBG
BAW57K,OMDB,EGLL
BAW57K,FAOR,EGLL
BAW57K,EGLL,KMIA
BAW57K,KMIA,EGLL
BAW597C,LEMG,EGLL
BAW59FT,LSZH,EGLL
BAW59FT,EGPD,EGLL
BAW59FT,EGLL,HECA
BAW5CA,VIDP,EGLL
BAW5CA,KIAD,EGLL,VIDP
BAW5CA,EGLL,KIAD,EGLL
BAW5CA,EGLL,VIDP
BAW5CA,HKJK,EGLL,VABB
BAW5E,EGLL,KMIA
BAW5L,EGLL,KSFO
BAW5PQ,EGNT,EGLL
BAW5PQ,LFBO,EGLL
BAW5RF,LIRF,EGLL
BAW5T,EGAC,EGLL
BAW5U,EGAC,EGLL
BAW5VY,CYVR,EGLL
BAW5VY,SBGR,EGLL
BAW5VY,EGLL,CYVR
BAW5VY,EGLL,DGAA
BAW5VY,DGAA,EGLL
BAW5VY,KPHX,EGLL
BAW5VY,KLAS,EGLL
BAW5VY,EGLL,VIDP
BAW5VY,VIDP,EGLL
BAW5VY,DGAA,EGLL,DGAA
BAW5VY,HKJK,EGLL
BAW6,RJTT,EGLL
BAW61,KLAX,EGLL
BAW61,KSFO,EGLL
BAW61,EGLL,WSSS
BAW62T,LMML,EGKK
BAW64,EGLL,KLAS
BAW64,VHHH,EGLL
BAW64,EGLL,VABB
BAW64,VABB,EGLL
BAW64,KIAD,EGLL
BAW64,EGLL,SBGR
BAW64,SBGR,EGLL
BAW64,EGLL,VHHH
BAW64,EGLL,KPHL,EGLL
BAW64,KPHL,EGLL
BAW664,LPPT,EGLL
BAW664,LSZH,EGLL
BAW664,EGPD,EGLL
BAW664,EGPE,EGLL
BAW664,LEBL,EGLL
BAW679,EGPD,EGLL
BAW679,EGCC,EGLL
BAW680,LOWI,EGLL
BAW680,LSZH,EGLL
BAW680,EGAC,EGLL
BAW680,LFPG,EGLL
BAW680,EGCC,EGLL
BAW6AC,EGLL,FACT
BAW6JN,EGKK,GCTS
BAW6JP,EGPD,EGLL
BAW6JP,EGJJ,EGLL
BAW6JP,EGLL,EGPE
BAW6KJ,LPMA,EGKK
BAW6NC,KIAH,EGLL
BAW6NC,VOHS,EGLL
BAW6NC,KPIT,EGLL
BAW6NC,KMSY,EGLL
BAW6NC,KCVG,EGLL
BAW6NC,EGLL,OEJN
BAW6NC,KPDX,EGLL
