SWR1488,LSZH,LKPR
SWR1490,LSZH,LZKZ
SWR14V,LSZH,KJFK
SWR154,LSZH,VABB
SWR155,VABB,LSZH
SWR15X,KJFK,LSZH
SWR160,LSZH,RJAA
SWR161,RJAA,LSZH
SWR16F,LSZH,KJFK
SWR176,LSZH,WSSS
SWR176H,LSZH,LDDU
SWR177,WSSS,LSZH
SWR17K,KJFK,LSZH
SWR180,LSZH,VTBS
SWR183B,LSZH,LIPZ
SWR1844,LSZH,LGAV
SWR187D,LSZH,LIPE
SWR188,LSZH,ZSPD
SWR1886,LSZH,LROP
SWR189,ZSPD,LSZH
SWR18P,LSZH,KEWR
SWR193T,LSZH,EKCH
SWR1DL,LSZH,LIMC
SWR1EA,LSZH,LEPA
SWR1FP,LSZH,EDDS
SWR1GF,LSZH,LFMN
SWR1GT,LSZH,EPWA
SWR1KV,LSZH,ESSA
SWR1LE,LSZH,CYUL
SWR1PL,LSZH,EDDB
SWR1V,LSZH,LEAL
SWR1VM,LSZH,LJLJ
SWR1WY,LSZH,LFBD
SWR1XQ,LSZH,EGLL
SWR218Q,LEVC,LSGG
SWR21M,LSZH,EGLL
SWR2252,LSZH,LHBP
SWR238,LSZH,HECA
SWR23A,KJFK,LSGG
SWR23F,LSZH,EDDB
SWR242,LSZH,OMDB
SWR243,OMDB,LSZH
SWR245T,LSZH,LEVC
SWR248Z,LSZH,LIRN
SWR248ZF,LSZH,LIRN
SWR24C,LSZH,EGLL
SWR252B,LSZH,LLBG
SWR268A,LSZH,LHBP
SWR27G,LSZH,EDDH
SWR27Q,LSZH,EGBB
SWR282,LSZH,FAOR
SWR291X,LSZH,LSGG
SWR2BY,LSZH,LKPR
SWR2CL,LSZH,LIRF
SWR2CP,LSZH,LIPE
SWR2ET,LSZH,EDDF
SWR2HD,LSZH,EDDB
SWR2MC,LSZH,EDDM
SWR2VC,LSZH,EHAM
SWR303C,LSZH,LHBP
SWR31D,LSZH,EPWA
SWR35G,LSZH,KSFO
SWR36K,LSZH,LPPT
SWR37P,LSZH,EDDF
SWR3AG,LSZH,ELLX
SWR3AP,LEVC,LSZH
SWR3AT,LSZH,LPPT
SWR3CX,LSZH,LSGG
SWR3EZ,LSZH,EGLC
SWR3GH,LSZH,LEBL
SWR3GZ,LSZH,ESSA
SWR3LA,LSZH,LSGG
SWR3MD,LSZH,LFML
SWR3PD,LSZH,LIMC
SWR3PE,LSZH,LFPG
SWR3PT,LSZH,EGLL
SWR3WL,LSZH,LEMG
SWR3YA,LSZH,EGCC
SWR3YX,LSZH,LEAL
SWR3ZK,LSZH,LSGG
SWR40,LSZH,KLAX
SWR41L,EPWA,LSZH
SWR421Q,LSZH,LYBE
SWR42B,LSZH,LFMN
SWR433Y,LSZH,EDDH
SWR447L,LSZH,EIDW
SWR44L,LSZH,LIRQ
SWR462F,EPWA,LSZH
SWR464L,LSZH,LYBE
SWR465K,LSZH,LEMD
SWR477L,LSZH,EIDW
SWR478V,LSZH,EGLC
SWR48E,LSZH,ESGG
SWR49P,LSZH,LFPG
SWR4AH,LSZH,EGLC
SWR4B,LSZH,EDDF
SWR4ET,LSZH,EDDF
SWR4GX,LSZH,EHAM
SWR4HE,LSZH,LEBL
SWR4MK,LSZH,EDDL
SWR4PC,LSZH,LQSA
SWR4TH,LSZH,LSGG
SWR4WF,LSZH,LKPR
SWR4WP,LSZH,EDDL
SWR4ZV,LSZH,EDDH
SWR5180,LSZH,LFLX
SWR5182,LSZH,EHBK
SWR5184,LSZH,LZIB
SWR5188,LSZH,LJLJ
SWR51K,LSZH,LHBP
SWR52,LSZH,KBOS
SWR533X,LSZH,LSGG
SWR53Q,LSZH,EETN
SWR542D,LSZH,EGLL
SWR558F,LSZH,EDDB
SWR56Z,LSZH,LICJ
SWR57C,LSZH,LFMN
SWR5AM,LSZH,LGAV
SWR5BW,LSZH,LKPR
SWR5CP,LSZH,ENGM
SWR5EC,LSZH,ESGG
SWR5GM,LSZH,EGKK
SWR5HE,LSZH,EDDM
SWR5HK,LSZH,EKCH
SWR5LD,LSZH,LIRF
SWR5MT,LSZH,EDDV
SWR5P,LSZH,EGCC
SWR5PF,LSZH,LIPZ
SWR5QD,LSZH,EGLL
SWR5TQ,LSZH,EPWR
SWR5VC,LSZH,EKCH
SWR5YV,LSZH,LROP
SWR5ZM,LSZH,ESSA
SWR64E,LSZH,KMIA
SWR66C,LSZH,KMIA
SWR67G,KMIA,LSZH
SWR72,LSZH,KIAD
SWR736,LSZH,EHAM
SWR736,LSZH,EGCC
SWR74M,LSZH,EDDS
SWR759G,LSZH,LFPG
SWR76P,LSZH,LLBG
SWR78Y,LEVC,LSZH
SWR79B,LSZH,LGTS
SWR7CE,LSZH,LGTS
SWR7EB,LSZH,EDDC
SWR7KA,LSZH,EDDL
SWR7L,LSZH,EDDV
SWR7MV,LSZH,LGAV
SWR7MZ,LSZH,EDDS
SWR7PZ,EPWA,LSZH
SWR7T,LSZH,EGBB
SWR7TH,LSZH,ELLX
SWR7WA,LSZH,LIMC
SWR82L,LSZH,LPPR
SWR82P,LSZH,HECA
SWR842Y,LSZH,LIPZ
SWR850,LSZH,EDDW
SWR87C,LSZH,LEBL
SWR87F,CYUL,LSZH
SWR883P,LSZH,EHAM
SWR89P,LSZH,LEMG
SWR8EM,LSZH,LATI
SWR8EX,LSZH,EPKK
SWR8GB,LSZH,ESGG
SWR8GL,LSZH,LBSF
SWR8LZ,LSZH,LIMC
SWR8MB,LSZH,LIRQ
SWR8PY,LSZH,LRCL
SWR8QW,LSZH,EPKK
SWR8T,LSZH,KORD
SWR8VA,LSZH,LPPT
SWR8VD,LSZH,EIDW
SWR8YE,LSZH,EHAM
SWR8YH,LSZH,LEMD
SWR915W,LSZH,LSGG
SWR92,SBGR,SAEZ
SWR92,LSZH,SBGR
SWR93,SBGR,LSZH
SWR948D,LSZH,EDDB
SWR96V,LSZH,EKCH
SWR97Y,LSZH,EDDB
SWR98P,LSZH,LEMG
SWR9AM,LSZH,EDDH
SWR9BL,LSZH,LIRF
SWR9CK,LSZH,LPPR
SWR9D,LSZH,EDDH
SWR9EB,LSZH,LEPA
SWR9KF,LSZH,LFPG
SWR9KL,LSZH,LIPE
SWR9LA,LSZH,LGAV
SWR9LT,LSZH,EDDL
SWR9LV,LSZH,EDDL
SWR9MY,EGBB,LSZH
SWR9TB,LSZH,LOWG
SWR9YH,LSZH,LROP,LSZH,LEMG
SWS2MC,LSZH,EDDM
SXS75U,LSZH,LTAI
SXS89E,LSZH,LTBJ
SY1776,KPHL,KMSP
SY234,KEWR,KMSP
SY260,KORD,KMSP
SY385,KMSP,KRSW
SY529,KMSP,MMZH
SY548,MMUN,KMKE
SY548,KPHX,KMSP
SY548,KIWA,KMSP
SY568,KJFK,KMSP
SY617,MDPC,KMSP
SY8211,KFAY,KACY
SYB0260,KORD,KMSP
SYB0356,KATL,KMSP
SYB0385,KMSP,KRSW
SYB0425,KPHL,EDCT
SYB0599,KMSP,EDCT
SYB0603,KMSP,EDCT
SYB1776,KPHL,KMSP
SYB234,KEWR,KMSP
SYB260,KORD,KMSP
SYB356,KATL,KMSP
SYB385,KMSP,KRSW
SYB529,KMSP,MMZH
SYB568,KJFK,KMSP
SYB593,KMSP,KEWR
SYB8211,KFAY,KACY
SYB826,CYVR,CYYZ
SYB888,CYYZ,MKJS
T7PMM,LSZH,EDDB
T7X14,ZUCK,VVNB
TAG3,ZSSS,ZGGG
TAG563,MSLP,KJFK
TAI0311,MSLP,KJFK
TAI0311,MSLP,KIAD
TAI0311,KIAD,MSLP
TAI0367,KIAH,MSLP
TAI0392,MNMG,KMIA
TAI0397,KIAD,MSLP
TAI0397,MSLP,KJFK
TAI0444,MSLP,KBOS
TAI0522,MSLP,KLAX
TAI0564,MSLP,KJFK
TAI0582,MSLP,KIAD
TAI324,MSLP,CYYZ
TAI325,MSLP,KJFK
TAI367,KIAH,MSLP
TAI392,MNMG,KMIA
TAI409,KORD,MSLP
TAI425,KIAD,MGGT
TAI444,MSLP,KBOS
TAI522,MSLP,KLAX
TAI562,MSLP,KSFO
TAI563,MSLP,KBOS
TAI5630,KSFO,MSLP
TAI564,MSLP,KJFK
TAI582,MSLP,KIAD
TAM3007,SBBR,SBSP
TAM3013,SBGL,SBPS
TAM3018,SBSP,SBBR
TAM3019,SBBR,SBSP
TAM3021,SBBR,SBSP
TAM3022,SBSP,SBBR
TAM3030,SBSP,SBCY
TAM3031,SBCY,SBSP
TAM3034,SBSP,SBFL
TAM3036,SBSP,SBCF
TAM3037,SBCF,SBSP
TAM3039,SBCF,SBSP
TAM3041,SBCF,SBSP
TAM3042,SBSP,SBCF
TAM3043,SBCF,SBSP
TAM3045,SBCF,SBSP
TAM3046,SBSP,SBCF
TAM3047,SBCF,SBSP
TAM3049,SBCF,SBSP
TAM3051,SBCF,SBSP
TAM3052,SBSP,SBCF
TAM3053,SBCF,SBSP
TAM3056,SBSP,SBCT
TAM3057,SBCT,SBSP
TAM3058,SBSP,SBCT
TAM3061,SBCT,SBSP
TAM3062,SBSP,SBCT
TAM3065,SBCT,SBSP
TAM3068,SBSP,SBCT
TAM3072,SBSP,SBCT
TAM3080,SBSP,SBFL
TAM3081,SBFL,SBSP
TAM3084,SBSP,SBFL
TAM3090,SBSP,SBCT
TAM3097,SBGO,SBSP
TAM3098,SBSP,SBGO
TAM3099,SBGO,SBSP
TAM3103,SBGO,SBSP
TAM3105,SBCF,SBSP
TAM311,KIAD,MGGT
TAM311,KIAD,MSLP
TAM311,KJFK,MGGT
TAM3111,SBCT,SBBR
TAM3117,SBJA,SBGR
TAM3118,SBSP,SBMO
TAM3119,SBGR,SBCG
TAM3121,SBLO,SBSP
TAM3123,SBRF,SBBR
TAM3125,SBLO,SBSP
TAM3126,SBSP,SBCF
TAM3131,SBGO,SBGR
TAM3135,SBNF,SBSP
TAM3137,SBNF,SBSP
TAM3139,SBNF,SBSP
TAM3141,SBNF,SBSP
TAM3141,SBNF,SBGR
TAM3142,SBSP,SBNF
TAM3143,SBNF,SBSP
TAM3144,SBSP,SBNF
TAM3145,SBNF,SBSP
TAM3149,SBPA,SBSP
TAM3150,SBSP,SBPA
TAM3151,SBPA,SBSP
TAM3153,SBPA,SBSP
TAM3157,SBPA,SBSP
TAM3159,SBPA,SBSP
TAM3167,SBPA,SBSP
TAM3168,SBSP,SBPA
TAM3170,SBSP,SBRF
TAM3171,SBRF,SBSP
TAM3173,SBRJ,SBSP
TAM3174,SBSP,SBMG
TAM3175,SBMG,SBSP
TAM3176,SBSP,SBCG
TAM3177,SBCG,SBSP
TAM3183,SBSL,SBGL
TAM3186,SBSP,SBFZ
TAM3192,SBSP,SBPS
TAM3195,SBTE,SBGR
TAM3197,SBTE,SBGR
TAM3198,SBGR,SBMO
TAM3208,SBGR,SBUL
TAM3209,SBUL,SBGR
TAM3210,SBGR,SBUL
TAM3211,SBUL,SBGR
TAM3213,SBSL,SBGR
TAM3214,SBGR,SBMG
TAM3215,SBMG,SBGR
TAM3219,SBPA,SBGR
TAM3220,SBSP,SBFI
TAM3221,SBAR,SBGR
TAM3223,SBAR,SBGR
TAM3224,SBGR,SBAR
TAM3227,SBBE,SBGR
TAM3229,SBBE,SBGR
TAM3235,SBGO,SBSP
TAM3237,SBKP,SBBR
TAM3240,SBGR,SBPS
TAM3243,SBVT,SBSP
TAM3246,SBGR,SBPS
TAM3250,SBGR,SBPK
TAM3251,SBPK,SBGR
TAM3252,SBSP,SBJP
TAM3253,SBJP,SBSP
TAM3254,SBGR,SBIL
TAM3255,SBIL,SBGR
TAM3256,SBBR,SBGR
TAM3257,SBGR,SBBR
TAM3258,SBBR,SBGR
TAM3267,SBBR,SBRB
TAM3269,SBCY,SBGR
TAM3270,SBGR,SBCY
TAM3272,SBSP,SBNF
TAM3273,SBNF,SBSP
TAM3274,SBSP,SBAR
TAM3275,SBAR,SBSP
TAM3277,SBCH,SBGR
TAM3278,SBGR,SBCH
TAM3279,SBCH,SBGR
TAM3280,SBBR,SBKP
TAM3281,SBKP,SBBR
TAM3282,SBGR,SBCT
TAM3283,SBCT,SBGR
TAM3285,SBCT,SBGR
TAM3289,SBCT,SBGR
TAM3292,SBGR,SBCT
TAM3295,SBSL,SBGR
TAM3297,SBEG,SBGR
TAM3302,SBGR,SBFL
TAM3305,SBNF,SBGR
TAM3307,SBFL,SBGR
TAM3309,SBCF,SBGR
TAM3310,SBSP,SBJV
TAM3311,SBJV,SBSP
TAM3316,SBGR,SBFZ
TAM3321,SBBR,SBSP
TAM3322,SBBR,SBKP
TAM3325,SBMG,SBSP
TAM3329,SBFZ,SBBE
TAM3333,SBVT,SBGR
TAM3336,SBGR,SBVT
TAM3344,SBGR,SBCF
TAM3346,SBGR,SBSV
TAM3347,SBPS,SBGR
TAM3351,SBSV,SBGR
TAM3354,SBGR,SBSV
TAM3356,SBGR,SBFL
TAM3361,SBSI,SBGR
TAM3365,SBMG,SBSP
TAM3366,SBGR,SBGL
TAM3368,SBGR,SBGL
TAM3369,SBGL,SBGR
TAM3372,SBGR,SBGO
TAM3373,SBGO,SBGR
TAM3376,SBGR,SBRF
TAM3377,SBRF,SBGR
TAM3381,SBSV,SBGR
TAM3382,SBGR,SBRF
TAM3385,SBFI,SBSP
TAM3387,SBJP,SBGR
TAM3388,SBGR,SBPL
TAM3389,SBPL,SBGR
TAM3392,SBBR,SBRF
TAM3395,SBPJ,SBGR
TAM3398,SBGR,SBMK
TAM3400,SBCA,SBGR
TAM3401,SBGR,SBCA
TAM3402,SBBR,SBRF
TAM3408,SBGR,SBNF
TAM3409,SBBR,SBSV
TAM3411,SBNF,SBGR
TAM3413,SBCY,SBBR
TAM3415,SBPA,SBGR
TAM3417,SBPA,SBGR
TAM3418,SBGR,SBPA
TAM3419,SBPA,SBGR
TAM3421,SBPA,SBGR
TAM3431,SBPS,SBSP
TAM3435,SBIZ,SBGR
TAM3436,SBBR,SBPA
TAM3438,SBGR,SBSG
TAM3439,SBSG,SBGR
TAM3440,SBGR,SBSG
TAM3441,SBSG,SBGR
TAM3443,SBCT,SBGL
TAM3444,SBGR,SBSG
TAM3447,SBMO,SBGR
TAM3449,SBMO,SBGR
TAM3450,SBGR,SBMO
TAM3453,SBPA,SBCF
TAM3454,SBCF,SBPA
TAM3455,SBFZ,SBGR
TAM3457,SBGO,SBSP
TAM3459,SBLO,SBGR
TAM3462,SBGR,SBLO
TAM3463,SBLO,SBGR
TAM3465,SBJP,SBGR
TAM3466,SBGR,SBIZ
TAM3470,SBGR,SBJE
TAM3471,SBJE,SBGR
TAM3475,SBSR,SBSP
TAM3476,SBCT,SBPA
TAM3477,SBPA,SBCT
TAM3480,SBSP,SBCT
TAM3485,SBCF,SBSP
TAM3491,SBFZ,SBRF
TAM3492,SBTE,SBFZ
TAM3493,SBFZ,SBTE
TAM3494,SBBR,SBJP
TAM3495,SBJP,SBBR
TAM3505,SBJP,SBBR
TAM3507,SBFZ,SBGR
TAM3509,SBSL,SBFZ
TAM3510,SBFZ,SBSL
TAM3511,SBFL,SBGR
TAM3512,SBBR,SBIZ
TAM3513,SBIZ,SBBR
TAM3514,SBGR,SBPF
TAM3515,SBPF,SBGR
TAM3516,SBGL,SBFZ
TAM3518,SBGR,SBGO
TAM3520,SBSG,SBFZ
TAM3522,SBDO,SBGR
TAM3523,SBBE,SBFZ
TAM3524,SBFZ,SBBE
TAM3525,SBFZ,SBEG
TAM3528,SBBR,SBGR
TAM3533,SBMO,SBGR
TAM3534,SBGR,SBCG
TAM3535,SBCG,SBGR
TAM3536,SBBR,SBRJ
TAM3539,SBGL,SBGR
TAM3539,SBVC,SBGR
TAM3540,SBGL,SBCT
TAM3541,SBCT,SBGL
TAM3543,SBGO,SBGR
TAM3544,SBGR,SBGO
TAM3547,SBGO,SBGR
TAM3553,SBCF,SBGR
TAM3554,SBGR,SBCF
TAM3555,SBCF,SBGR
TAM3557,SBCF,SBGR
TAM3561,SBCF,SBGR
TAM3566,SBGR,SBCY
TAM3567,SBEG,SBGR
TAM3569,SBPV,SBGR
TAM3569,SBPV,OMNI
TAM3570,SBMQ,SBBE
TAM3572,SBBR,SBPJ
TAM3573,SBPJ,SBBR
TAM3574,SBSP,SBSG
TAM3577,SBRF,SBSP
TAM3578,SBSP,SBSV
TAM3579,SBSV,SBSP
TAM3583,SBJP,SBGL
TAM3585,SBSP,SBPA
TAM3586,SBSP,SBPS
TAM3591,SBCF,SBPA
TAM3592,SBSL,SBFZ
TAM3594,SBGR,SBVT
TAM3596,SBGR,SBUR
TAM3597,SBUR,SBGR
TAM3598,SBGR,SBSV
TAM3599,SBPS,SBSP
TAM3600,SBSP,SBPS
TAM3603,SBPA,SBGL
TAM3605,SBBE,SBGR
TAM3607,SBNF,SBGR
TAM3609,SBSP,SBBR
TAM3610,SBGR,SBPJ
TAM3611,SBPJ,SBGR
TAM3613,SBSL,SBGR
TAM3614,SBGL,SBFL
TAM3617,SBGO,SBSP
TAM3619,SBUL,SBGR
TAM3622,SBSP,SBSV
TAM3623,SBSV,SBSP
TAM3625,SBSV,SBSP
TAM3626,SBSP,SBIL
TAM3627,SBIL,SBSP
TAM3629,SBSV,SBSP
TAM3632,SBSP,SBSV
TAM3633,SBSV,SBSP
TAM3634,SBSP,SBSV
TAM3637,SBJP,SBGR
TAM3647,SBSV,SBGL
TAM3648,SBSP,SBVT
TAM3653,SBSV,SBGR
TAM3656,SBGR,SBBR
TAM3657,SBBR,SBGR
TAM3659,SBFZ,SBEG
TAM3666,SBGL,SBVT
TAM3667,SBVT,SBGL
TAM3673,SBSV,SBGL
TAM3674,SBGL,SBSV
TAM3675,SBRB,SBBR
TAM3686,SBSP,SBSV
TAM3687,SBSV,SBSP
TAM3688,SBGL,SBVT
TAM3690,SBGR,SBLO
TAM3691,SBLO,SBGR
TAM3697,SBNF,SBSP
TAM3698,SBGR,SBGL
TAM3699,SBGL,SBGR
TAM3701,SBRP,SBSP
TAM3702,SBSP,SBFL
TAM3705,SBBE,SBBR
TAM3708,SBBR,SBPS
TAM3710,SBBR,SBBV
TAM3711,SBBV,OMNI
TAM3711,SBBV,SBBR
TAM3715,SBRF,SBSP
TAM3716,SBBR,SBCG
TAM3720,SBBR,SBCF
TAM3721,SBCF,SBBR
TAM3723,SBCF,SBBR
TAM3724,SBBR,SBCF
TAM3725,SBCF,SBBR
TAM3729,SBGL,SBBR
TAM3730,SBBR,SBFZ
TAM3732,SBBR,SBFZ
TAM3739,SBFZ,SBBR
TAM3743,SBFZ,SBBR
TAM3745,SBAR,SBGR
TAM3747,SBEG,SBBR
TAM3748,SBBR,SBEG
TAM3749,SBEG,SBBR
TAM3752,SBPS,SBGL
TAM3753,SBPS,SBSP
TAM3754,SBGO,SBBR
TAM3755,SBBR,SBGO
TAM3757,SBGO,SBBR
TAM3758,SBBR,SBSG
TAM3761,SBMO,SBBR
TAM3769,SBMQ,SBBR
TAM3770,SBBR,SBGL
TAM3773,SBNF,SBSP
TAM3774,SBBR,SBCT
TAM3776,SBBR,SBSV
TAM3780,SBBR,SBGL
TAM3782,SBBR,SBRJ
TAM3784,SBSP,SBRP
TAM3785,SBRP,SBSP
TAM3788,SBRJ,SBBR
TAM3792,SBBR,SBRJ
TAM3794,SBBR,SBCT
TAM3796,SBBR,SBRJ
TAM3797,SBRJ,SBBR
TAM3803,SBRJ,SBSP
TAM3804,SBBR,SBSL
TAM3805,SBSL,SBBR
TAM3811,SBSV,SBBR
TAM3815,SBCG,SBSP
TAM3819,SBFL,SBBR
TAM3823,SBCH,SBGR
TAM3825,SBJP,SBSP
TAM3826,SBTE,SBFZ
TAM3827,SBFZ,SBTE
TAM3832,SBGR,SBPJ
TAM3833,SBPJ,SBGR
TAM3835,SBSG,SBGR
TAM3836,SBGR,SBSR
TAM3837,SBSR,SBGR
TAM3840,SBBR,SBSN
TAM3842,SBGR,SBTE
TAM3843,SBTE,SBGR
TAM3844,SBSP,SBVT
TAM3847,SBJP,SBSP
TAM3849,SBSP,SBSV
TAM3851,SBTE,SBBR
TAM3853,SBTE,SBBR
TAM3856,SBCG,SBSP
TAM3857,SBSL,SBGR
TAM3859,SBCA,SBGR
TAM3869,SBJV,SBGR
TAM3870,SBCF,SBFZ
TAM3874,SBGR,SBGL
TAM3880,SBGR,SBRP
TAM3881,SBRP,SBGR
TAM3882,SBGL,SBFZ
TAM3886,SBGR,SBCG
TAM3887,SBFZ,SBGL
TAM3890,SBGL,SBEG
TAM3892,SBGL,SBPA
TAM3895,SBCY,SBBR
TAM3899,SBJE,SBGR
TAM3901,SBRJ,SBSP
TAM3903,SBRJ,SBSP
TAM3904,SBSP,SBRJ
TAM3906,SBSP,SBRJ
TAM3908,SBSP,SBRJ
TAM3911,SBRJ,SBSP
TAM3913,SBRJ,SBSP
TAM3916,SBSP,SBCF
TAM3920,SBSP,SBRJ
TAM3922,SBSP,SBRJ
TAM3923,SBRJ,SBSP
TAM3924,SBSP,SBRJ
TAM3925,SBRJ,SBSP
TAM3932,SBSP,SBRJ
TAM3933,SBCF,SBSP
TAM3934,SBSP,SBRJ
TAM3935,SBRJ,SBSP
TAM3940,SBSP,SBRJ
TAM3955,SBIL,SBSP
TAM3958,SBGR,SBJU
TAM3959,SBJU,SBGR
TAM3963,SBPA,SBGL
TAM3965,SBSR,SBSP
TAM3968,SBBR,SBSI
TAM3969,SBSI,SBBR
TAM3974,SBGR,SBRJ
TAM3975,SBRJ,SBGR
TAM3979,SBAR,SBBR
TAM3980,SBRJ,SBSV
TAM3986,SBBR,SBFL
TAM3989,SBNF,SBSP
TAM3996,SBSP,SBGO
TAM3997,SBGO,SBSP
TAM4524,SBGR,SBPA
TAM4531,SBGR,SBLO
TAM4536,SBGR,SBJP
TAM4539,SBPA,SBSP
TAM4541,SBSV,SBSP
TAM4542,SBRJ,SBPS
TAM4543,SBPS,SBRJ
TAM4544,SBGR,SBCF
TAM4550,SBGR,SBCT
TAM4553,SBRJ,SBSP
TAM4603,SBIL,SBGR
TAM4604,SBGR,SBVC
TAM4605,SBVC,SBGR
TAM4607,SBGO,SBGR
TAM4609,SBNF,SBGR
TAM4611,SBMG,SBGR
TAM4614,SBSV,SBFZ
TAM4615,SBFZ,SBSV
TAM4632,SBSP,SBUL
TAM4633,SBUL,SBSP
TAM4645,SBPS,SBSP
TAM4648,SBGO,SBBR
TAM4649,SBBR,SBGO
TAM4650,SBGR,SBPS
TAM4651,SBPS,SBGR
TAM4661,SBJV,SBGR
TAM4662,SBFL,SBJV
TAM4666,SBGR,SBSR
TAM4667,SBSR,SBGR
TAM4671,SBFL,SBGR
TAM4672,SBGR,SBGL
TAM4673,SBGL,SBGR
TAM4674,SBGR,SBSV
TAM4677,SBBR,SBGR
TAM4680,SBFZ,SBGL
TAM4681,SBGL,SBFZ
TAM4683,SBTE,SBSP
TAM4685,SBPS,SBGR
TAM4696,SBGR,SBFZ
TAM4697,SBFZ,SBGR
TAM4700,SBSP,SBBR
TAM4701,SBCF,SBSP
TAM4702,SBGR,SBAR
TAM4708,SBGR,SBCT
TAM4711,SBGO,SBSP
TAM4712,SBCF,SBGR
TAM4714,SBRJ,SBGR
TAM4728,SBGR,SBRP
TAM4729,SBRP,SBGR
TAM4731,SBCG,SBGR
TAM4732,SBSP,SBSG
TAM4733,SBSG,SBSP
TAM4734,SBSP,SBSL
TAM4735,SBSL,SBSP
TAM4736,SBSP,SBBR
TAM4738,SBBR,SBSP
TAM4770,SBGR,SBJA
TAM4771,SBJA,SBGR
TAM4781,SBFL,SBPA
TAM4787,SBFZ,SBJU
TAM4794,SBBR,SBVT
TAM4796,SBPA,SBCT
TAM563,MSLP,KIAD
TAM563,KIAD,MROC
TAM8016,SBGR,SUMU
TAM8034,SBGR,SABE
TAM8050,SBGR,SACO
TAM8058,SBGR,FAOR
TAM8065,LEMD,SBGR
TAM8066,SBGR,LEMD
TAM8067,LFPG,SBGR
TAM8070,SBGR,EDDF
TAM8071,EDDF,SBGR
TAM8072,SBGR,LIMC
TAM8073,LIMC,SBGR
TAM8076,SBGR,LEMD
TAM8084,SBGR,EGLL
TAM8084E,SBGR,EGLL
TAM8084F,SBGR,EGLL
TAM8085,EGLL,SBGR
TAM8086,SBGR,KLAX
TAM8112,SBGR,MMMX
TAM8114,SBGR,LEBL
TAM8117,SBSL,SBGR
TAM8120,SBGR,LIRF
TAM8127,KMCO,SBGR
TAM8129,SABE,SBPA
TAM8134,SBFL,SAEZ
TAM8139,SABE,SBGR
TAM8142,SBGR,SABE
TAM8143,SABE,SBGR
TAM8146,SBGR,LPPT
TAM8147,LPPT,SBGR
TAM8149,LPPT,SBGR
TAM8150,SBFZ,LPPT
TAM8164,SBGR,KBOS
TAM8180,SBGR,KJFK
TAM8186,SBGR,KMCO
TAM8187,KMCO,SBGR
TAM8190,SBGR,KMIA
TAM8194,SBGR,KMIA
TAM8202,SBGR,SPJC
TAM9001,SBNF,SBSP
TAM9420,SBSP,SDSC
TAM9420,SBGL,SBRJ
TAM9421,SBRF,SBBR
TAM9423,SBGR,SBSP
TAM9452,SBGR,KMIA
TAM9540,SBGR,KBOS
TAP104,SBCF,LPPT
TAP1097,LEVC,LPPT
TAP10VL,LEVC,LPPT
TAP1207,EPWA,LPPT
TAP120R,EPWA,LPPT
TAP2660,FNBJ,LPPT
TAP28,SBSV,LPPT
TAP281,LPPT,FQMA
TAP294,FNBJ,LPPR
TAP296,FNBJ,LPPT
TAP298,FNBJ,LPPT
TAP311,KIAD,MGGT
TAP311,MSLP,KIAD
TAP324,MSLP,CYYZ
TAP392,MNMG,KMIA
TAP433,LFPO,LPPT
TAP43JD,LFPO,LPPT
TAP444,MSLP,KBOS
TAP522,MSLP,KLAX
TAP562,MSLP,KSFO
TAP563,KJFK,MGGT
TAP563,MHLM,KJFK
TAP564,MSLP,KJFK
TAP582,MSLP,KIAD
TAP73,LPPT,SBGL
TAP837,LIRF,LPPT
TAP921,LSZH,LPPR
TAP931L,LSZH,LPPT
TAP933,LSZH,LPPT
TAP93ZS,LSZH,LPPT
TAP9RH,LSZH,LPPT
TAY1841,EBLG,ZHEC
TAY1842,ZHEC,UAAA
TAY400,VHHH,OMDW
TAY6LC,LEVC,LEBL
TAY811,EBLG,ZSJN
TAY812,ZSJN,UAAA
TAY813,ZSJN,PANC
TAY827,ZSNB,UAAA
TBA6041,ZPDL,ZUMY
TBA6046,ZSNJ,ZUMY
TBA6120,VHHH,ZHCC
TBA9730,ZSOF,ZUUU
TBA9784,ZSNJ,ZUGU
TBA9872,ZSHC,ZUYB
TBA9873,ZLXN,ATCC
TBA9873,ZLXN,ZHCC
TBA9874,ZHCC,ZLXN
TBA9892,ZBSJ,ZUUU
TBA9898,ZSNJ,ZUDA
TBA9918,ZGSZ,ZUMY
TBA9928,ZGOW,ZULZ
TBA9963,ZLXY,ZSNT
TBA9976,ZBSJ,ZUUU
TBJ21,RJAA,WSSL
TBJ78,ZSAM,ZSHC
TBJ78,ZSHC,ZSNJ
TBJ78,ZSNJ,ZBAA,VHHH
TBJ82,ZSAM,VHHH
TCJ1,VHHH,VVNB
TFL066PB,EGGW,EHAM
TFL1910,HKMO,EHAM
TFL1915A,HKMO,EHAM
TFL191AA,HKMO,EHAM
TFL191B,HKMO,EHAM
TFL3651,EHAM,TNCC
TFL393C,TNCC,EHAM
TFL5113E,MMUN,EHAM
TFL8FL,EHAM,GCFV
TG465,RKSI,VTBS
TG955,VTBS,VIDP
TGW100,WSSS,ZGGG
TGW101,ZGGG,WSSS
TGW119,ZJHK,WSSS
TGW12,WSSS,YSSY
TGW120,WSSS,ZHHH
TGW121,ZHHH,WSSS
TGW139,ZBTJ,WSSS
TGW157,ZYTX,WSSS
TGW180,WSSS,ZSNJ
TGW181,ZSNJ,WSSS
